MONTH,MONTHNUM,STATE,PERIOD,SEASON,CROP,Generic.Name
Apr,4,Jammu & Kashmir,Harvesting,,Brown sarson,Mustard
May,5,Jammu & Kashmir,Harvesting,,Brown sarson,Mustard
Mar,3,Jharkhand,Harvesting,,Mustard,Mustard
Feb,2,Jharkhand,Harvesting,,Toria,Mustard
Mar,3,Jharkhand,Harvesting,,Toria,Mustard
Feb,2,Jharkhand,Harvesting,,Yellow Sarson,Mustard
Mar,3,Jharkhand,Harvesting,,Yellow Sarson,Mustard
Feb,2,Karnataka,Harvesting,,Mustard,Mustard
Feb,2,Madhya Pradesh,Harvesting,,Mustard,Mustard
Mar,3,Madhya Pradesh,Harvesting,,Mustard,Mustard
Dec,12,Madhya Pradesh,Harvesting,,Toria,Mustard
Jan,1,Madhya Pradesh,Harvesting,,Toria,Mustard
Mar,3,Manipur,Harvesting,,Mustard,Mustard
Feb,2,Manipur,Harvesting,,Toria,Mustard
Mar,3,Manipur,Harvesting,,Toria,Mustard
Feb,2,Maharashtra,Harvesting,,Mustard,Mustard
Mar,3,Maharashtra,Harvesting,,Mustard,Mustard
Feb,2,Odisha,Harvesting,,Mustard,Mustard
Mar,3,Odisha,Harvesting,,Mustard,Mustard
Feb,2,Odisha,Harvesting,,Toria,Mustard
Feb,2,Odisha,Harvesting,,Yellow Sarson,Mustard
Mar,3,Odisha,Harvesting,,Yellow Sarson,Mustard
Mar,3,Punjab,Harvesting,,Mustard,Mustard
Apr,4,Punjab,Harvesting,,Mustard,Mustard
Dec,12,Punjab,Harvesting,,Toria,Mustard
Jan,1,Punjab,Harvesting,,Toria,Mustard
Mar,3,Punjab,Harvesting,,Taramira,Mustard
Mar,3,Punjab,Harvesting,,Gobhi Sarson,Mustard
Apr,4,Punjab,Harvesting,,Gobhi Sarson,Mustard
Mar,3,Punjab,Harvesting,,Karan Rai,Mustard
Apr,4,Punjab,Harvesting,,Karan Rai,Mustard
Feb,2,Rajasthan,Harvesting,,Mustard,Mustard
Mar,3,Rajasthan,Harvesting,,Mustard,Mustard
Mar,3,Rajasthan,Harvesting,,Taramira,Mustard
Mar,3,Uttarakhand,Harvesting,,Mustard/Karan Rai,Mustard
Dec,12,Uttarakhand,Harvesting,,Toria,Mustard
Jan,1,Uttarakhand,Harvesting,,Toria,Mustard
Mar,3,Uttarakhand,Harvesting,,Yellow Sarson,Mustard
Feb,2,Uttar Pradesh,Harvesting,,Mustard,Mustard
Mar,3,Uttar Pradesh,Harvesting,,Mustard,Mustard
Dec,12,Uttar Pradesh,Harvesting,,Toria,Mustard
Jan,1,Uttar Pradesh,Harvesting,,Toria,Mustard
Feb,2,Uttar Pradesh,Harvesting,,Yellow Sarson,Mustard
Mar,3,Uttar Pradesh,Harvesting,,Yellow Sarson,Mustard
Feb,2,West Bengal,Harvesting,,Mustard,Mustard
Mar,3,West Bengal,Harvesting,,Mustard,Mustard
Feb,2,West Bengal,Harvesting,,Toria,Mustard
Feb,2,West Bengal,Harvesting,,Yellow Sarson,Mustard
Mar,3,West Bengal,Harvesting,,Yellow Sarson,Mustard
Jun,6,Andhra Pradesh,Sowing,kharif,cotton,Cotton
Jul,7,Andhra Pradesh,Sowing,kharif,cotton,Cotton
Dec,12,Andhra Pradesh,Harvesting,kharif,cotton,Cotton
Jan,1,Andhra Pradesh,Harvesting,kharif,cotton,Cotton
Feb,2,Andhra Pradesh,Harvesting,kharif,cotton,Cotton
Mar,3,Andhra Pradesh,Harvesting,kharif,cotton,Cotton
Jul,7,Bihar,Sowing,kharif,cotton,Cotton
Oct,10,Bihar,Harvesting,kharif,cotton,Cotton
Nov,11,Bihar,Harvesting,kharif,cotton,Cotton
May,5,Gujarat,Sowing,kharif,cotton,Cotton
Oct,10,Gujarat,Harvesting,kharif,cotton,Cotton
Nov,11,Gujarat,Harvesting,kharif,cotton,Cotton
Dec,12,Gujarat,Harvesting,kharif,cotton,Cotton
Jan,1,Gujarat,Harvesting,kharif,cotton,Cotton
Feb,2,Gujarat,Harvesting,kharif,cotton,Cotton
Mar,3,Gujarat,Harvesting,kharif,cotton,Cotton
Apr,4,Gujarat,Harvesting,kharif,cotton,Cotton
Apr,4,Haryana,Sowing,kharif,cotton,Cotton
Oct,10,Haryana,Harvesting,kharif,cotton,Cotton
Nov,11,Haryana,Harvesting,kharif,cotton,Cotton
Jun,6,Kerala,Sowing,kharif,cotton,Cotton
Jul,7,Kerala,Sowing,kharif,cotton,Cotton
Aug,8,Kerala,Sowing,kharif,cotton,Cotton
Sep,9,Kerala,Sowing,kharif,cotton,Cotton
Oct,10,Kerala,Sowing,kharif,cotton,Cotton
Dec,12,Kerala,Harvesting,kharif,cotton,Cotton
Jan,1,Kerala,Harvesting,kharif,cotton,Cotton
Feb,2,Kerala,Harvesting,kharif,cotton,Cotton
Mar,3,Kerala,Harvesting,kharif,cotton,Cotton
Jun,6,Madhya Pradesh,Sowing,kharif,cotton,Cotton
Jul,7,Madhya Pradesh,Sowing,kharif,cotton,Cotton
Nov,11,Madhya Pradesh,Harvesting,kharif,cotton,Cotton
Dec,12,Madhya Pradesh,Harvesting,kharif,cotton,Cotton
Jun,6,Maharashtra,Sowing,kharif,cotton,Cotton
Jul,7,Maharashtra,Sowing,kharif,cotton,Cotton
Nov,11,Maharashtra,Harvesting,kharif,cotton,Cotton
Dec,12,Maharashtra,Harvesting,kharif,cotton,Cotton
Jun,6,Odisha,Sowing,kharif,cotton,Cotton
Jul,7,Odisha,Sowing,kharif,cotton,Cotton
Nov,11,Odisha,Harvesting,kharif,cotton,Cotton
Dec,12,Odisha,Harvesting,kharif,cotton,Cotton
Apr,4,Punjab,Sowing,kharif,cotton,Cotton
May,5,Punjab,Sowing,kharif,cotton,Cotton
Jun,6,Punjab,Sowing,kharif,cotton,Cotton
Jul,7,Punjab,Sowing,kharif,cotton,Cotton
Aug,8,Punjab,Sowing,kharif,cotton,Cotton
Sep,9,Punjab,Sowing,kharif,cotton,Cotton
Oct,10,Punjab,Sowing,kharif,cotton,Cotton
Nov,11,Punjab,Sowing,kharif,cotton,Cotton
Dec,12,Punjab,Sowing,kharif,cotton,Cotton
Jan,1,Punjab,Sowing,kharif,cotton,Cotton
Feb,2,Punjab,Sowing,kharif,cotton,Cotton
Mar,3,Punjab,Sowing,kharif,cotton,Cotton
Sep,9,Punjab,Harvesting,kharif,cotton,Cotton
Oct,10,Punjab,Harvesting,kharif,cotton,Cotton
Apr,4,Rajasthan,Sowing,kharif,cotton,Cotton
May,5,Rajasthan,Sowing,kharif,cotton,Cotton
Nov,11,Rajasthan,Harvesting,kharif,cotton,Cotton
Dec,12,Rajasthan,Harvesting,kharif,cotton,Cotton
Apr,4,Uttar Pradesh,Sowing,kharif,cotton,Cotton
May,5,Uttar Pradesh,Sowing,kharif,cotton,Cotton
Jun,6,Uttar Pradesh,Sowing,kharif,cotton,Cotton
Sep,9,Uttar Pradesh,Harvesting,kharif,cotton,Cotton
Oct,10,Uttar Pradesh,Harvesting,kharif,cotton,Cotton
Nov,11,Uttar Pradesh,Harvesting,kharif,cotton,Cotton
Oct,10,West Bengal,Sowing,kharif,cotton,Cotton
Nov,11,West Bengal,Sowing,kharif,cotton,Cotton
Sep,9,West Bengal,Harvesting,kharif,cotton,Cotton
Apr,4,All-India,Sowing,kharif,cotton,Cotton
May,5,All-India,Sowing,kharif,cotton,Cotton
Jun,6,All-India,Sowing,kharif,cotton,Cotton
Jul,7,All-India,Sowing,kharif,cotton,Cotton
Sep,9,All-India,Harvesting,kharif,cotton,Cotton
Oct,10,All-India,Harvesting,kharif,cotton,Cotton
Nov,11,All-India,Harvesting,kharif,cotton,Cotton
Dec,12,All-India,Harvesting,kharif,cotton,Cotton
Jun,6,Andhra Pradesh,Sowing,kharif,maize,Maize
Jul,7,Andhra Pradesh,Sowing,kharif,maize,Maize
Sep,9,Andhra Pradesh,Harvesting,kharif,maize,Maize
Oct,10,Andhra Pradesh,Harvesting,kharif,maize,Maize
Jun,6,Bihar,Sowing,kharif,maize,Maize
Jul,7,Bihar,Sowing,kharif,maize,Maize
Oct,10,Bihar,Harvesting,kharif,maize,Maize
Nov,11,Bihar,Harvesting,kharif,maize,Maize
Jun,6,Gujarat,Sowing,kharif,maize,Maize
Jul,7,Gujarat,Sowing,kharif,maize,Maize
Sep,9,Gujarat,Harvesting,kharif,maize,Maize
Oct,10,Gujarat,Harvesting,kharif,maize,Maize
Nov,11,Gujarat,Harvesting,kharif,maize,Maize
Jul,7,Haryana,Sowing,kharif,maize,Maize
Aug,8,Haryana,Sowing,kharif,maize,Maize
Oct,10,Haryana,Harvesting,kharif,maize,Maize
May,5,Himachal Pradesh,Sowing,kharif,maize,Maize
Jun,6,Himachal Pradesh,Sowing,kharif,maize,Maize
Sep,9,Himachal Pradesh,Harvesting,kharif,maize,Maize
Oct,10,Himachal Pradesh,Harvesting,kharif,maize,Maize
May,5,Karnataka,Sowing,kharif,maize,Maize
Jun,6,Karnataka,Sowing,kharif,maize,Maize
Sep,9,Karnataka,Harvesting,kharif,maize,Maize
Oct,10,Karnataka,Harvesting,kharif,maize,Maize
Jun,6,Madhya Pradesh,Sowing,kharif,maize,Maize
Jul,7,Madhya Pradesh,Sowing,kharif,maize,Maize
Aug,8,Madhya Pradesh,Harvesting,kharif,maize,Maize
Sep,9,Madhya Pradesh,Harvesting,kharif,maize,Maize
Oct,10,Madhya Pradesh,Harvesting,kharif,maize,Maize
Nov,11,Madhya Pradesh,Harvesting,kharif,maize,Maize
Dec,12,Madhya Pradesh,Harvesting,kharif,maize,Maize
Jul,7,Maharashtra,Sowing,kharif,maize,Maize
Aug,8,Maharashtra,Sowing,kharif,maize,Maize
Oct,10,Maharashtra,Harvesting,kharif,maize,Maize
Nov,11,Maharashtra,Harvesting,kharif,maize,Maize
Jun,6,Odisha,Sowing,kharif,maize,Maize
Jul,7,Odisha,Sowing,kharif,maize,Maize
Sep,9,Odisha,Harvesting,kharif,maize,Maize
Oct,10,Odisha,Harvesting,kharif,maize,Maize
May,5,Punjab,Sowing,kharif,maize,Maize
Jun,6,Punjab,Sowing,kharif,maize,Maize
Sep,9,Punjab,Harvesting,kharif,maize,Maize
Oct,10,Punjab,Harvesting,kharif,maize,Maize
Jun,6,Rajasthan,Sowing,kharif,maize,Maize
Jul,7,Rajasthan,Sowing,kharif,maize,Maize
Oct,10,Rajasthan,Harvesting,kharif,maize,Maize
Nov,11,Rajasthan,Harvesting,kharif,maize,Maize
Jun,6,Uttar Pradesh,Sowing,kharif,maize,Maize
Jul,7,Uttar Pradesh,Sowing,kharif,maize,Maize
Sep,9,Uttar Pradesh,Harvesting,kharif,maize,Maize
Mar,3,West Bengal,Sowing,kharif,maize,Maize
Apr,4,West Bengal,Sowing,kharif,maize,Maize
May,5,West Bengal,Sowing,kharif,maize,Maize
Jun,6,West Bengal,Harvesting,kharif,maize,Maize
Jul,7,West Bengal,Harvesting,kharif,maize,Maize
Aug,8,West Bengal,Harvesting,kharif,maize,Maize
Mar,3,All-India,Sowing,kharif,maize,Maize
Apr,4,All-India,Sowing,kharif,maize,Maize
May,5,All-India,Sowing,kharif,maize,Maize
Jun,6,All-India,Sowing,kharif,maize,Maize
Jul,7,All-India,Sowing,kharif,maize,Maize
Sep,9,All-India,Harvesting,kharif,maize,Maize
Oct,10,All-India,Harvesting,kharif,maize,Maize
Nov,11,All-India,Harvesting,kharif,maize,Maize
Dec,12,All-India,Harvesting,kharif,maize,Maize
Oct,10,Andhra Pradesh,Sowing,rabi,maize,Maize
Nov,11,Andhra Pradesh,Sowing,rabi,maize,Maize
Dec,12,Andhra Pradesh,Sowing,rabi,maize,Maize
Jan,1,Andhra Pradesh,Sowing,rabi,maize,Maize
Feb,2,Andhra Pradesh,Harvesting,rabi,maize,Maize
Mar,3,Andhra Pradesh,Harvesting,rabi,maize,Maize
Apr,4,Andhra Pradesh,Harvesting,rabi,maize,Maize
May,5,Andhra Pradesh,Harvesting,rabi,maize,Maize
Nov,11,Bihar,Sowing,rabi,maize,Maize
Dec,12,Bihar,Sowing,rabi,maize,Maize
Feb,2,Bihar,Harvesting,rabi,maize,Maize
Mar,3,Bihar,Harvesting,rabi,maize,Maize
Sep,9,Karnataka,Sowing,rabi,maize,Maize
Oct,10,Karnataka,Sowing,rabi,maize,Maize
Jan,1,Karnataka,Harvesting,rabi,maize,Maize
Feb,2,Karnataka,Harvesting,rabi,maize,Maize
Mar,3,Karnataka,Harvesting,rabi,maize,Maize
Nov,11,West Bengal,Sowing,rabi,maize,Maize
Mar,3,West Bengal,Harvesting,rabi,maize,Maize
Sep,9,All-India,Sowing,rabi,maize,Maize
Oct,10,All-India,Sowing,rabi,maize,Maize
Nov,11,All-India,Sowing,rabi,maize,Maize
Dec,12,All-India,Sowing,rabi,maize,Maize
Jan,1,All-India,Sowing,rabi,maize,Maize
Jan,1,All-India,Harvesting,rabi,maize,Maize
Feb,2,All-India,Harvesting,rabi,maize,Maize
Mar,3,All-India,Harvesting,rabi,maize,Maize
Apr,4,All-India,Harvesting,rabi,maize,Maize
May,5,All-India,Harvesting,rabi,maize,Maize
Dec,12,Andhra Pradesh,Sowing,kharif,sugarcane,Sugarcane
Jan,1,Andhra Pradesh,Sowing,kharif,sugarcane,Sugarcane
Feb,2,Andhra Pradesh,Sowing,kharif,sugarcane,Sugarcane
Mar,3,Andhra Pradesh,Sowing,kharif,sugarcane,Sugarcane
Apr,4,Andhra Pradesh,Sowing,kharif,sugarcane,Sugarcane
May,5,Andhra Pradesh,Sowing,kharif,sugarcane,Sugarcane
Jun,6,Andhra Pradesh,Sowing,kharif,sugarcane,Sugarcane
Dec,12,Andhra Pradesh,Harvesting,kharif,sugarcane,Sugarcane
Jan,1,Andhra Pradesh,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,Andhra Pradesh,Harvesting,kharif,sugarcane,Sugarcane
Mar,3,Andhra Pradesh,Harvesting,kharif,sugarcane,Sugarcane
Apr,4,Andhra Pradesh,Harvesting,kharif,sugarcane,Sugarcane
May,5,Andhra Pradesh,Harvesting,kharif,sugarcane,Sugarcane
Mar,3,Assam,Sowing,kharif,sugarcane,Sugarcane
Apr,4,Assam,Sowing,kharif,sugarcane,Sugarcane
Dec,12,Assam,Harvesting,kharif,sugarcane,Sugarcane
Jan,1,Assam,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,Haryana,Sowing,kharif,sugarcane,Sugarcane
Mar,3,Haryana,Sowing,kharif,sugarcane,Sugarcane
Dec,12,Haryana,Harvesting,kharif,sugarcane,Sugarcane
Jan,1,Haryana,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,Haryana,Harvesting,kharif,sugarcane,Sugarcane
Mar,3,Haryana,Harvesting,kharif,sugarcane,Sugarcane
Dec,12,Karnataka,Sowing,kharif,sugarcane,Sugarcane
Jan,1,Karnataka,Sowing,kharif,sugarcane,Sugarcane
Feb,2,Karnataka,Sowing,kharif,sugarcane,Sugarcane
Mar,3,Karnataka,Sowing,kharif,sugarcane,Sugarcane
Aug,8,Karnataka,Harvesting,kharif,sugarcane,Sugarcane
Sep,9,Karnataka,Harvesting,kharif,sugarcane,Sugarcane
Oct,10,Karnataka,Harvesting,kharif,sugarcane,Sugarcane
Nov,11,Karnataka,Harvesting,kharif,sugarcane,Sugarcane
Dec,12,Karnataka,Harvesting,kharif,sugarcane,Sugarcane
Jan,1,Karnataka,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,Karnataka,Harvesting,kharif,sugarcane,Sugarcane
Mar,3,Karnataka,Harvesting,kharif,sugarcane,Sugarcane
Apr,4,Karnataka,Harvesting,kharif,sugarcane,Sugarcane
May,5,Karnataka,Harvesting,kharif,sugarcane,Sugarcane
Oct,10,Madhya Pradesh,Sowing,kharif,sugarcane,Sugarcane
Nov,11,Madhya Pradesh,Sowing,kharif,sugarcane,Sugarcane
Dec,12,Madhya Pradesh,Sowing,kharif,sugarcane,Sugarcane
Jan,1,Madhya Pradesh,Sowing,kharif,sugarcane,Sugarcane
Feb,2,Madhya Pradesh,Sowing,kharif,sugarcane,Sugarcane
Mar,3,Madhya Pradesh,Sowing,kharif,sugarcane,Sugarcane
Apr,4,Madhya Pradesh,Sowing,kharif,sugarcane,Sugarcane
Oct,10,Madhya Pradesh,Harvesting,kharif,sugarcane,Sugarcane
Nov,11,Madhya Pradesh,Harvesting,kharif,sugarcane,Sugarcane
Dec,12,Madhya Pradesh,Harvesting,kharif,sugarcane,Sugarcane
Jan,1,Madhya Pradesh,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,Madhya Pradesh,Harvesting,kharif,sugarcane,Sugarcane
Mar,3,Madhya Pradesh,Harvesting,kharif,sugarcane,Sugarcane
Jul,7,Maharashtra,Sowing,kharif,sugarcane,Sugarcane
Aug,8,Maharashtra,Sowing,kharif,sugarcane,Sugarcane
Oct,10,Maharashtra,Harvesting,kharif,sugarcane,Sugarcane
Nov,11,Maharashtra,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,Odisha,Sowing,kharif,sugarcane,Sugarcane
Mar,3,Odisha,Sowing,kharif,sugarcane,Sugarcane
Apr,4,Odisha,Sowing,kharif,sugarcane,Sugarcane
May,5,Odisha,Sowing,kharif,sugarcane,Sugarcane
Nov,11,Odisha,Harvesting,kharif,sugarcane,Sugarcane
Dec,12,Odisha,Harvesting,kharif,sugarcane,Sugarcane
Jan,1,Odisha,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,Odisha,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,Punjab,Sowing,kharif,sugarcane,Sugarcane
Mar,3,Punjab,Sowing,kharif,sugarcane,Sugarcane
Nov,11,Punjab,Harvesting,kharif,sugarcane,Sugarcane
Dec,12,Punjab,Harvesting,kharif,sugarcane,Sugarcane
Jan,1,Punjab,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,Punjab,Harvesting,kharif,sugarcane,Sugarcane
Mar,3,Rajasthan,Sowing,kharif,sugarcane,Sugarcane
Apr,4,Rajasthan,Sowing,kharif,sugarcane,Sugarcane
Dec,12,Rajasthan,Harvesting,kharif,sugarcane,Sugarcane
Jan,1,Rajasthan,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,Rajasthan,Harvesting,kharif,sugarcane,Sugarcane
Mar,3,Rajasthan,Harvesting,kharif,sugarcane,Sugarcane
Dec,12,Tamil Nadu,Sowing,kharif,sugarcane,Sugarcane
Jan,1,Tamil Nadu,Sowing,kharif,sugarcane,Sugarcane
Dec,12,Tamil Nadu,Harvesting,kharif,sugarcane,Sugarcane
Jan,1,Tamil Nadu,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,Tripura,Sowing,kharif,sugarcane,Sugarcane
Mar,3,Tripura,Sowing,kharif,sugarcane,Sugarcane
Apr,4,Tripura,Sowing,kharif,sugarcane,Sugarcane
May,5,Tripura,Sowing,kharif,sugarcane,Sugarcane
Dec,12,Tripura,Harvesting,kharif,sugarcane,Sugarcane
Jan,1,Tripura,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,Tripura,Harvesting,kharif,sugarcane,Sugarcane
Mar,3,Tripura,Harvesting,kharif,sugarcane,Sugarcane
Feb,2,All India,Sowing,kharif,sugarcane,Sugarcane
Mar,3,All India,Sowing,kharif,sugarcane,Sugarcane
Apr,4,All India,Sowing,kharif,sugarcane,Sugarcane
May,5,All India,Sowing,kharif,sugarcane,Sugarcane
Jun,6,All India,Sowing,kharif,sugarcane,Sugarcane
Jul,7,All India,Sowing,kharif,sugarcane,Sugarcane
Aug,8,All India,Sowing,kharif,sugarcane,Sugarcane
Aug,8,All India,Harvesting,kharif,sugarcane,Sugarcane
Sep,9,All India,Harvesting,kharif,sugarcane,Sugarcane
Oct,10,All India,Harvesting,kharif,sugarcane,Sugarcane
Nov,11,All India,Harvesting,kharif,sugarcane,Sugarcane
Jun,6,All India,Sowing,rabi,sugarcane,Sugarcane
Jul,7,All India,Sowing,rabi,sugarcane,Sugarcane
Aug,8,All India,Sowing,rabi,sugarcane,Sugarcane
Sep,9,All India,Sowing,rabi,sugarcane,Sugarcane
Oct,10,All India,Sowing,rabi,sugarcane,Sugarcane
Oct,10,All India,Harvesting,rabi,sugarcane,Sugarcane
Nov,11,All India,Harvesting,rabi,sugarcane,Sugarcane
Dec,12,All India,Harvesting,rabi,sugarcane,Sugarcane
Jan,1,All India,Harvesting,rabi,sugarcane,Sugarcane
Jun,6,Kerala,Sowing,kharif,jute,Jute
Jul,7,Kerala,Sowing,kharif,jute,Jute
Aug,8,Kerala,Sowing,kharif,jute,Jute
Sep,9,Kerala,Sowing,kharif,jute,Jute
Oct,10,Kerala,Sowing,kharif,jute,Jute
Oct,10,Kerala,Harvesting,kharif,jute,Jute
Nov,11,Kerala,Harvesting,kharif,jute,Jute
Dec,12,Kerala,Harvesting,kharif,jute,Jute
Jan,1,Kerala,Harvesting,kharif,jute,Jute
Feb,2,Manipur,Sowing,kharif,jute,Jute
Mar,3,Manipur,Sowing,kharif,jute,Jute
Aug,8,Manipur,Harvesting,kharif,jute,Jute
Sep,9,Manipur,Harvesting,kharif,jute,Jute
May,5,Odisha,Sowing,kharif,jute,Jute
Jun,6,Odisha,Sowing,kharif,jute,Jute
Aug,8,Odisha,Harvesting,kharif,jute,Jute
Sep,9,Odisha,Harvesting,kharif,jute,Jute
Mar,3,Tripura,Sowing,kharif,jute,Jute
Apr,4,Tripura,Sowing,kharif,jute,Jute
May,5,Tripura,Sowing,kharif,jute,Jute
Aug,8,Tripura,Harvesting,kharif,jute,Jute
Sep,9,Tripura,Harvesting,kharif,jute,Jute
Mar,3,West Bengal,Sowing,kharif,jute,Jute
Apr,4,West Bengal,Sowing,kharif,jute,Jute
May,5,West Bengal,Sowing,kharif,jute,Jute
Jul,7,West Bengal,Harvesting,kharif,jute,Jute
Aug,8,West Bengal,Harvesting,kharif,jute,Jute
Feb,2,All India,Sowing,kharif,jute,Jute
Mar,3,All India,Sowing,kharif,jute,Jute
Apr,4,All India,Sowing,kharif,jute,Jute
May,5,All India,Sowing,kharif,jute,Jute
Jun,6,All India,Sowing,kharif,jute,Jute
Aug,8,All India,Harvesting,kharif,jute,Jute
Sep,9,All India,Harvesting,kharif,jute,Jute
Oct,10,All India,Harvesting,kharif,jute,Jute
Apr,4,Andhra Pradesh,Harvesting,,Mango,Mango
May,5,Andhra Pradesh,Harvesting,,Mango,Mango
Jun,6,Assam,Harvesting,,Mango,Mango
Jul,7,Assam,Harvesting,,Mango,Mango
Aug,8,Assam,Harvesting,,Mango,Mango
Jun,6,Bihar,Harvesting,,Mango,Mango
Jul,7,Bihar,Harvesting,,Mango,Mango
Apr,4,Chhattisgarh,Harvesting,,Mango,Mango
May,5,Chhattisgarh,Harvesting,,Mango,Mango
Jun,6,Chhattisgarh,Harvesting,,Mango,Mango
May,5,Gujarat,Harvesting,,Mango,Mango
Jul,7,Haryana,Harvesting,,Mango,Mango
Jul,7,Himachal Pradesh,Harvesting,,Mango,Mango
Jul,7,Jammu & Kashmir,Harvesting,,Mango,Mango
May,5,Jharkhand,Harvesting,,Mango,Mango
Jun,6,Jharkhand,Harvesting,,Mango,Mango
Apr,4,Karnataka,Harvesting,,Mango,Mango
May,5,Karnataka,Harvesting,,Mango,Mango
Jun,6,Karnataka,Harvesting,,Mango,Mango
Feb,2,Kerala,Harvesting,,Mango,Mango
Mar,3,Kerala,Harvesting,,Mango,Mango
May,5,Madhya Pradesh,Harvesting,,Mango,Mango
Jun,6,Madhya Pradesh,Harvesting,,Mango,Mango
Apr,4,Maharashtra,Harvesting,,Mango,Mango
May,5,Maharashtra,Harvesting,,Mango,Mango
Oct,10,Arunachal Pradesh,Harvesting,,Apple,Apple
Aug,8,Himachal Pradesh,Harvesting,,Apple,Apple
Sep,9,Himachal Pradesh,Harvesting,,Apple,Apple
Sep,9,Jammu & Kashmir,Harvesting,,Apple,Apple
Oct,10,Jammu & Kashmir,Harvesting,,Apple,Apple
,,Andhra Pradesh,Year-Round Harvesting,,Banana,Banana
,,Arunachal Pradesh,Year-Round Harvesting,,Banana,Banana
,,Assam,Year-Round Harvesting,,Banana,Banana
Sep,9,Bihar,Harvesting,,Banana,Banana
Oct,10,Bihar,Harvesting,,Banana,Banana
Nov,11,Bihar,Harvesting,,Banana,Banana
Feb,2,Chhattisgarh,Harvesting,,Banana,Banana
Mar,3,Chhattisgarh,Harvesting,,Banana,Banana
Jul,7,Chhattisgarh,Harvesting,,Banana,Banana
Aug,8,Chhattisgarh,Harvesting,,Banana,Banana
Sep,9,Chhattisgarh,Harvesting,,Banana,Banana
,,Goa,Year-Round Harvesting,,Banana,Banana
Sep,9,Gujarat,Harvesting,,Banana,Banana
Oct,10,Gujarat,Harvesting,,Banana,Banana
Nov,11,Gujarat,Harvesting,,Banana,Banana
Jul,7,Himachal Pradesh,Harvesting,,Banana,Banana
Aug,8,Himachal Pradesh,Harvesting,,Banana,Banana
Sep,9,Jharkhand,Harvesting,,Banana,Banana
Oct,10,Jharkhand,Harvesting,,Banana,Banana
Nov,11,Jharkhand,Harvesting,,Banana,Banana
Jul,7,Karnataka,Harvesting,,Banana,Banana
Aug,8,Karnataka,Harvesting,,Banana,Banana
Sep,9,Karnataka,Harvesting,,Banana,Banana
Oct,10,Karnataka,Harvesting,,Banana,Banana
Nov,11,Karnataka,Harvesting,,Banana,Banana
Aug,8,Kerala,Harvesting,,Banana,Banana
Sep,9,Kerala,Harvesting,,Banana,Banana
Nov,11,Kerala,Harvesting,,Banana,Banana
Dec,12,Kerala,Harvesting,,Banana,Banana
Jul,7,Madhya Pradesh,Harvesting,,Banana,Banana
Aug,8,Madhya Pradesh,Harvesting,,Banana,Banana
,,Maharashtra,Year-Round Harvesting,,Banana,Banana
Oct,10,Andhra Pradesh,Harvesting,,Lime/Lemon,Lemon
Nov,11,Andhra Pradesh,Harvesting,,Lime/Lemon,Lemon
Dec,12,Andhra Pradesh,Harvesting,,Lime/Lemon,Lemon
,,Arunachal Pradesh,Year-Round Harvesting,,Lime/Lemon,Lemon
Jun,6,Assam,Harvesting,,Lime/Lemon,Lemon
Jul,7,Assam,Harvesting,,Lime/Lemon,Lemon
Aug,8,Assam,Harvesting,,Lime/Lemon,Lemon
Sep,9,Assam,Harvesting,,Lime/Lemon,Lemon
Mar,3,Chhattisgarh,Harvesting,,Lime/Lemon,Lemon
Apr,4,Chhattisgarh,Harvesting,,Lime/Lemon,Lemon
Jul,7,Chhattisgarh,Harvesting,,Lime/Lemon,Lemon
Aug,8,Chhattisgarh,Harvesting,,Lime/Lemon,Lemon
Sep,9,Gujarat,Harvesting,,Lime/Lemon,Lemon
Oct,10,Gujarat,Harvesting,,Lime/Lemon,Lemon
Dec,12,Haryana,Harvesting,,Lime/Lemon,Lemon
Nov,11,Himachal Pradesh,Harvesting,,Lime/Lemon,Lemon
Dec,12,Himachal Pradesh,Harvesting,,Lime/Lemon,Lemon
Jan,1,Himachal Pradesh,Harvesting,,Lime/Lemon,Lemon
Nov,11,Jammu & Kashmir,Harvesting,,Lime/Lemon,Lemon
Dec,12,Jammu & Kashmir,Harvesting,,Lime/Lemon,Lemon
Sep,9,Jharkhand,Harvesting,,Lime/Lemon,Lemon
Oct,10,Jharkhand,Harvesting,,Lime/Lemon,Lemon
Nov,11,Jharkhand,Harvesting,,Lime/Lemon,Lemon
Dec,12,Jharkhand,Harvesting,,Lime/Lemon,Lemon
Jul,7,Karnataka,Harvesting,,Lime/Lemon,Lemon
Aug,8,Karnataka,Harvesting,,Lime/Lemon,Lemon
Sep,9,Karnataka,Harvesting,,Lime/Lemon,Lemon
Jul,7,Madhya Pradesh,Harvesting,,Lime/Lemon,Lemon
Aug,8,Madhya Pradesh,Harvesting,,Lime/Lemon,Lemon
