MONTH,MONTHNUM,STATE,PERIOD,SEASON,CROP,Generic.Name
Sep,9,Bihar,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Bihar,Harvesting,kharif,mungbean/urdbean,Urad
Jun,6,Chhattisgarh,Sowing,kharif,mungbean/urdbean,Urad
Jul,7,Chhattisgarh,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Chhattisgarh,Harvesting,kharif,mungbean/urdbean,Urad
Jul,7,Gujarat,Sowing,kharif,mungbean/urdbean,Urad
Aug,8,Gujarat,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Gujarat,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Gujarat,Harvesting,kharif,mungbean/urdbean,Urad
Jul,7,Haryana,Sowing,kharif,mungbean/urdbean,Urad
Aug,8,Haryana,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Haryana,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Haryana,Harvesting,kharif,mungbean/urdbean,Urad
Jul,7,Jharkhand,Sowing,kharif,mungbean/urdbean,Urad
Aug,8,Jharkhand,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Jharkhand,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Jharkhand,Harvesting,kharif,mungbean/urdbean,Urad
Jun,6,Karnataka,Sowing,kharif,mungbean/urdbean,Urad
Jul,7,Karnataka,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Karnataka,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Karnataka,Harvesting,kharif,mungbean/urdbean,Urad
Jun,6,Kerala,Sowing,kharif,mungbean/urdbean,Urad
Jul,7,Kerala,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Kerala,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Kerala,Harvesting,kharif,mungbean/urdbean,Urad
Jun,6,Madhya Pradesh,Sowing,kharif,mungbean/urdbean,Urad
Jul,7,Madhya Pradesh,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Madhya Pradesh,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Madhya Pradesh,Harvesting,kharif,mungbean/urdbean,Urad
Jun,6,Maharashtra,Sowing,kharif,mungbean/urdbean,Urad
Jul,7,Maharashtra,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Maharashtra,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Maharashtra,Harvesting,kharif,mungbean/urdbean,Urad
Jun,6,Odisha,Sowing,kharif,mungbean/urdbean,Urad
Jul,7,Odisha,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Odisha,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Odisha,Harvesting,kharif,mungbean/urdbean,Urad
Jul,7,Punjab,Sowing,kharif,mungbean/urdbean,Urad
Aug,8,Punjab,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Punjab,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Punjab,Harvesting,kharif,mungbean/urdbean,Urad
Jul,7,Rajasthan,Sowing,kharif,mungbean/urdbean,Urad
Aug,8,Rajasthan,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Rajasthan,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Rajasthan,Harvesting,kharif,mungbean/urdbean,Urad
Jul,7,Tripura,Sowing,kharif,mungbean/urdbean,Urad
Aug,8,Tripura,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Tripura,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Tripura,Harvesting,kharif,mungbean/urdbean,Urad
Jun,6,Tamil Nadu,Sowing,kharif,mungbean/urdbean,Urad
Jul,7,Tamil Nadu,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Tamil Nadu,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Tamil Nadu,Harvesting,kharif,mungbean/urdbean,Urad
Jul,7,Uttar Pradesh,Sowing,kharif,mungbean/urdbean,Urad
Aug,8,Uttar Pradesh,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Uttar Pradesh,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Uttar Pradesh,Harvesting,kharif,mungbean/urdbean,Urad
Jul,7,West Bengal,Sowing,kharif,mungbean/urdbean,Urad
Aug,8,West Bengal,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,West Bengal,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,West Bengal,Harvesting,kharif,mungbean/urdbean,Urad
Jul,7,Himachal Pradesh,Sowing,kharif,mungbean/urdbean,Urad
Aug,8,Himachal Pradesh,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Himachal Pradesh,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Himachal Pradesh,Harvesting,kharif,mungbean/urdbean,Urad
Jun,6,Rajasthan,Sowing,kharif,mungbean/urdbean,Urad
Oct,10,Chhattisgarh,Harvesting,kharif,mungbean/urdbean,Urad
Jun,6,Uttar Pradesh,Sowing,kharif,mungbean/urdbean,Urad
Jun,6,Manipur,Sowing,kharif,mungbean/urdbean,Urad
Jul,7,Manipur,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Manipur,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Manipur,Harvesting,kharif,mungbean/urdbean,Urad
Jun,6,Meghalaya,Sowing,kharif,mungbean/urdbean,Urad
Jul,7,Meghalaya,Sowing,kharif,mungbean/urdbean,Urad
Sep,9,Meghalaya,Harvesting,kharif,mungbean/urdbean,Urad
Oct,10,Meghalaya,Harvesting,kharif,mungbean/urdbean,Urad
Jun,6,West Bengal,Sowing,kharif,mungbean/urdbean,Urad
Oct,10,Andhra Pradesh,Sowing,rabi,mungbean/urdbean,Urad
Nov,11,Andhra Pradesh,Sowing,rabi,mungbean/urdbean,Urad
Jan,1,Andhra Pradesh,Harvesting,rabi,mungbean/urdbean,Urad
Feb,2,Andhra Pradesh,Harvesting,rabi,mungbean/urdbean,Urad
Aug,8,Assam,Sowing,rabi,mungbean/urdbean,Urad
Sep,9,Assam,Sowing,rabi,mungbean/urdbean,Urad
Nov,11,Assam,Harvesting,rabi,mungbean/urdbean,Urad
Dec,12,Assam,Harvesting,rabi,mungbean/urdbean,Urad
Oct,10,Karnataka,Sowing,rabi,mungbean/urdbean,Urad
Nov,11,Karnataka,Sowing,rabi,mungbean/urdbean,Urad
Jan,1,Karnataka,Harvesting,rabi,mungbean/urdbean,Urad
Feb,2,Karnataka,Harvesting,rabi,mungbean/urdbean,Urad
Oct,10,Odisha,Sowing,rabi,mungbean/urdbean,Urad
Nov,11,Odisha,Sowing,rabi,mungbean/urdbean,Urad
Jan,1,Odisha,Harvesting,rabi,mungbean/urdbean,Urad
Feb,2,Odisha,Harvesting,rabi,mungbean/urdbean,Urad
Oct,10,Tamil Nadu,Sowing,rabi,mungbean/urdbean,Urad
Nov,11,Tamil Nadu,Sowing,rabi,mungbean/urdbean,Urad
Jan,1,Tamil Nadu,Harvesting,rabi,mungbean/urdbean,Urad
Feb,2,Tamil Nadu,Harvesting,rabi,mungbean/urdbean,Urad
Jun,6,Madhya Pradesh,Sowing,rabi,mungbean/urdbean,Urad
Jul,7,Madhya Pradesh,Sowing,rabi,mungbean/urdbean,Urad
Oct,10,Madhya Pradesh,Harvesting,rabi,mungbean/urdbean,Urad
Nov,11,Madhya Pradesh,Harvesting,rabi,mungbean/urdbean,Urad
Jun,6,Maharashtra,Sowing,rabi,mungbean/urdbean,Urad
Jul,7,Maharashtra,Sowing,rabi,mungbean/urdbean,Urad
Oct,10,Maharashtra,Harvesting,rabi,mungbean/urdbean,Urad
Nov,11,Maharashtra,Harvesting,rabi,mungbean/urdbean,Urad
Jun,6,Karnataka,Sowing,rabi,mungbean/urdbean,Urad
Jul,7,Karnataka,Sowing,rabi,mungbean/urdbean,Urad
Oct,10,Karnataka,Harvesting,rabi,mungbean/urdbean,Urad
Nov,11,Karnataka,Harvesting,rabi,mungbean/urdbean,Urad
Jun,6,Andhra Pradesh,Sowing,rabi,mungbean/urdbean,Urad
Jul,7,Andhra Pradesh,Sowing,rabi,mungbean/urdbean,Urad
Oct,10,Andhra Pradesh,Harvesting,rabi,mungbean/urdbean,Urad
Nov,11,Andhra Pradesh,Harvesting,rabi,mungbean/urdbean,Urad
Sep,9,West Bengal,Harvesting,rabi,mungbean/urdbean,Urad
Oct,10,West Bengal,Harvesting,rabi,mungbean/urdbean,Urad
Jun,6,Odisha,Sowing,rabi,mungbean/urdbean,Urad
Jul,7,Odisha,Sowing,rabi,mungbean/urdbean,Urad
Oct,10,Odisha,Harvesting,rabi,mungbean/urdbean,Urad
Nov,11,Odisha,Harvesting,rabi,mungbean/urdbean,Urad
Jun,6,Bihar,Sowing,rabi,mungbean/urdbean,Urad
Jun,6,Jharkhand,Sowing,rabi,mungbean/urdbean,Urad
Jul,7,Bihar,Sowing,rabi,mungbean/urdbean,Urad
Jul,7,Jharkhand,Sowing,rabi,mungbean/urdbean,Urad
Oct,10,Bihar,Harvesting,rabi,mungbean/urdbean,Urad
Oct,10,Jharkhand,Harvesting,rabi,mungbean/urdbean,Urad
Nov,11,Bihar,Harvesting,rabi,mungbean/urdbean,Urad
Nov,11,Jharkhand,Harvesting,rabi,mungbean/urdbean,Urad
Jun,6,Gujarat,Sowing,rabi,mungbean/urdbean,Urad
Jul,7,Gujarat,Sowing,rabi,mungbean/urdbean,Urad
Oct,10,Gujarat,Harvesting,rabi,mungbean/urdbean,Urad
Nov,11,Gujarat,Harvesting,rabi,mungbean/urdbean,Urad
Jan,1,Andhra Pradesh,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,Andhra Pradesh,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,Andhra Pradesh,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Apr,4,Andhra Pradesh,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,Assam,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,Assam,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
May,5,Assam,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,Bihar,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,Bihar,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Apr,4,Bihar,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
May,5,Bihar,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Jun,6,Bihar,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,Haryana,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,Haryana,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Apr,4,Haryana,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
May,5,Haryana,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Jun,6,Haryana,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,Jharkhand,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,Jharkhand,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Apr,4,Jharkhand,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
May,5,Jharkhand,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Jun,6,Jharkhand,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Jan,1,Karnataka,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,Karnataka,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,Karnataka,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Apr,4,Karnataka,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Jan,1,Kerala,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,Kerala,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,Kerala,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Apr,4,Kerala,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Jan,1,Odisha,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,Odisha,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,Odisha,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Apr,4,Odisha,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,Punjab,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,Punjab,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
May,5,Punjab,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,Tripura,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,Tripura,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Apr,4,Tripura,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
May,5,Tripura,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Jun,6,Tripura,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,Tamil Nadu,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,Tamil Nadu,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Apr,4,Tamil Nadu,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
May,5,Tamil Nadu,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Jun,6,Tamil Nadu,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,Uttar Pradesh,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,Uttar Pradesh,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Apr,4,Uttar Pradesh,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
May,5,Uttar Pradesh,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Jun,6,Uttar Pradesh,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Feb,2,West Bengal,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Mar,3,West Bengal,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Apr,4,West Bengal,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
May,5,West Bengal,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Jun,6,West Bengal,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Aug,8,Madhya Pradesh,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Sep,9,Madhya Pradesh,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Nov,11,Madhya Pradesh,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Dec,12,Madhya Pradesh,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Aug,8,Maharashtra,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Sep,9,Maharashtra,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Nov,11,Maharashtra,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Dec,12,Maharashtra,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Aug,8,Karnataka,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Sep,9,Karnataka,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Nov,11,Karnataka,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Dec,12,Karnataka,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Aug,8,Andhra Pradesh,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Sep,9,Andhra Pradesh,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Nov,11,Andhra Pradesh,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Dec,12,Andhra Pradesh,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Aug,8,Odisha,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Sep,9,Odisha,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Nov,11,Odisha,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Dec,12,Odisha,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Aug,8,Bihar,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Aug,8,Jharkhand,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Sep,9,Bihar,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Sep,9,Jharkhand,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Nov,11,Bihar,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Nov,11,Jharkhand,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Dec,12,Bihar,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Dec,12,Jharkhand,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Aug,8,Gujarat,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Sep,9,Gujarat,Sowing,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Nov,11,Gujarat,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Dec,12,Gujarat,Harvesting,spring/summer mungbean/urdbean,/ mungbean/urdbean,Urad
Nov,11,Andhra Pradesh,Sowing,rabi,chickpea,Chickpea
Feb,2,Andhra Pradesh,Harvesting,rabi,chickpea,Chickpea
Mar,3,Andhra Pradesh,Harvesting,rabi,chickpea,Chickpea
Oct,10,Jharkhand,Sowing,rabi,chickpea,Chickpea
Nov,11,Jharkhand,Sowing,rabi,chickpea,Chickpea
Mar,3,Jharkhand,Harvesting,rabi,chickpea,Chickpea
Apr,4,Jharkhand,Harvesting,rabi,chickpea,Chickpea
Nov,11,Karnataka,Sowing,rabi,chickpea,Chickpea
Sep,9,Manipur,Sowing,rabi,chickpea,Chickpea
Oct,10,Manipur,Sowing,rabi,chickpea,Chickpea
Mar,3,Manipur,Harvesting,rabi,chickpea,Chickpea
Apr,4,Manipur,Harvesting,rabi,chickpea,Chickpea
Sep,9,Meghalaya,Sowing,rabi,chickpea,Chickpea
Oct,10,Meghalaya,Sowing,rabi,chickpea,Chickpea
Dec,12,Meghalaya,Harvesting,rabi,chickpea,Chickpea
Jan,1,Meghalaya,Harvesting,rabi,chickpea,Chickpea
Oct,10,Chhattisgarh,Sowing,rabi,pulses/lentil,Lentil
Nov,11,Chhattisgarh,Sowing,rabi,pulses/lentil,Lentil
Oct,10,Chhattisgarh,Sowing,rabi,pea,Pea
Nov,11,Chhattisgarh,Sowing,rabi,pea,Pea
Aug,8,Andhra Pradesh,Sowing,kharif,groundnut,Groundnut
Jun,6,Chhattisgarh,Sowing,kharif,groundnut,Groundnut
Jul,7,Chhattisgarh,Sowing,kharif,groundnut,Groundnut
Sep,9,Chhattisgarh,Harvesting,kharif,groundnut,Groundnut
Oct,10,Chhattisgarh,Harvesting,kharif,groundnut,Groundnut
Nov,11,Chhattisgarh,Harvesting,kharif,groundnut,Groundnut
Dec,12,Chhattisgarh,Harvesting,kharif,groundnut,Groundnut
Jun,6,Jharkhand,Sowing,kharif,groundnut,Groundnut
Jul,7,Jharkhand,Sowing,kharif,groundnut,Groundnut
Aug,8,Jharkhand,Sowing,kharif,groundnut,Groundnut
Oct,10,Jharkhand,Harvesting,kharif,groundnut,Groundnut
Nov,11,Jharkhand,Harvesting,kharif,groundnut,Groundnut
Nov,11,Madhya Pradesh,Harvesting,kharif,groundnut,Groundnut
Dec,12,Madhya Pradesh,Harvesting,kharif,groundnut,Groundnut
Jul,7,Odisha,Sowing,kharif,groundnut,Groundnut
Oct,10,Odisha,Harvesting,kharif,groundnut,Groundnut
Nov,11,Odisha,Harvesting,kharif,groundnut,Groundnut
May,5,Punjab,Sowing,kharif,groundnut,Groundnut
Jun,6,Punjab,Sowing,kharif,groundnut,Groundnut
Oct,10,Punjab,Harvesting,kharif,groundnut,Groundnut
Nov,11,Punjab,Harvesting,kharif,groundnut,Groundnut
May,5,Manipur,Sowing,kharif,groundnut,Groundnut
Jun,6,Manipur,Sowing,kharif,groundnut,Groundnut
Oct,10,Manipur,Harvesting,kharif,groundnut,Groundnut
Nov,11,Manipur,Harvesting,kharif,groundnut,Groundnut
Jun,6,Tamil Nadu,Sowing,kharif,groundnut,Groundnut
Jul,7,Tamil Nadu,Sowing,kharif,groundnut,Groundnut
Sep,9,Tamil Nadu,Harvesting,kharif,groundnut,Groundnut
Oct,10,Tamil Nadu,Harvesting,kharif,groundnut,Groundnut
Jun,6,Puducherry,Sowing,kharif,groundnut,Groundnut
Jul,7,Puducherry,Sowing,kharif,groundnut,Groundnut
Sep,9,Puducherry,Harvesting,kharif,groundnut,Groundnut
Oct,10,Puducherry,Harvesting,kharif,groundnut,Groundnut
Jun,6,All India,Sowing,kharif,groundnut,Groundnut
Jul,7,All India,Sowing,kharif,groundnut,Groundnut
Oct,10,All India,Harvesting,kharif,groundnut,Groundnut
Nov,11,All India,Harvesting,kharif,groundnut,Groundnut
Dec,12,Odisha,Sowing,rabi,groundnut,Groundnut
Jan,1,Odisha,Sowing,rabi,groundnut,Groundnut
Apr,4,Odisha,Harvesting,rabi,groundnut,Groundnut
Sep,9,Tamil Nadu,Sowing,rabi,groundnut,Groundnut
Oct,10,Tamil Nadu,Sowing,rabi,groundnut,Groundnut
Jan,1,Tamil Nadu,Harvesting,rabi,groundnut,Groundnut
Dec,12,Puducherry,Sowing,rabi,groundnut,Groundnut
Jan,1,Puducherry,Sowing,rabi,groundnut,Groundnut
Mar,3,Puducherry,Harvesting,rabi,groundnut,Groundnut
Apr,4,Puducherry,Harvesting,rabi,groundnut,Groundnut
Nov,11,All India,Sowing,rabi,groundnut,Groundnut
Dec,12,All India,Sowing,rabi,groundnut,Groundnut
Jan,1,All India,Sowing,rabi,groundnut,Groundnut
Feb,2,All India,Harvesting,rabi,groundnut,Groundnut
Mar,3,All India,Harvesting,rabi,groundnut,Groundnut
Apr,4,All India,Harvesting,rabi,groundnut,Groundnut
May,5,All India,Harvesting,rabi,groundnut,Groundnut
Jan,1,Tamil Nadu,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Feb,2,Tamil Nadu,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Apr,4,Tamil Nadu,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
May,5,Tamil Nadu,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Jan,1,All India,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Feb,2,All India,Sowing,summer/spring groundnut,/ groundnut,Groundnut
Apr,4,All India,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
May,5,All India,Harvesting,summer/spring groundnut,/ groundnut,Groundnut
Jun,6,All India,Sowing,kharif,sesame,Sesame
Jul,7,All India,Sowing,kharif,sesame,Sesame
Sep,9,All India,Harvesting,kharif,sesame,Sesame
Oct,10,All India,Harvesting,kharif,sesame,Sesame
Nov,11,All India,Harvesting,kharif,sesame,Sesame
Aug,8,Andhra Pradesh,Sowing,pre-rabi,sesame,Sesame
Sep,9,Andhra Pradesh,Sowing,pre-rabi,sesame,Sesame
Dec,12,Andhra Pradesh,Harvesting,pre-rabi,sesame,Sesame
Jan,1,Andhra Pradesh,Harvesting,pre-rabi,sesame,Sesame
Aug,8,Madhya Pradesh,Sowing,pre-rabi,sesame,Sesame
Sep,9,Madhya Pradesh,Sowing,pre-rabi,sesame,Sesame
Dec,12,Madhya Pradesh,Harvesting,pre-rabi,sesame,Sesame
Jan,1,Madhya Pradesh,Harvesting,pre-rabi,sesame,Sesame
Aug,8,Maharashtra,Sowing,pre-rabi,sesame,Sesame
Sep,9,Maharashtra,Sowing,pre-rabi,sesame,Sesame
Dec,12,Maharashtra,Harvesting,pre-rabi,sesame,Sesame
Jan,1,Maharashtra,Harvesting,pre-rabi,sesame,Sesame
Aug,8,Tamil Nadu,Sowing,pre-rabi,sesame,Sesame
Sep,9,Tamil Nadu,Sowing,pre-rabi,sesame,Sesame
Dec,12,Tamil Nadu,Harvesting,pre-rabi,sesame,Sesame
Jan,1,Tamil Nadu,Harvesting,pre-rabi,sesame,Sesame
Aug,8,All India,Sowing,pre-rabi,sesame,Sesame
Sep,9,All India,Sowing,pre-rabi,sesame,Sesame
Dec,12,All India,Harvesting,pre-rabi,sesame,Sesame
Jan,1,All India,Harvesting,pre-rabi,sesame,Sesame
Oct,10,All India,Sowing,rabi,sesame,Sesame
Nov,11,All India,Sowing,rabi,sesame,Sesame
Feb,2,All India,Harvesting,rabi,sesame,Sesame
Mar,3,All India,Harvesting,rabi,sesame,Sesame
Jan,1,All India,Sowing,summer,sesame,Sesame
Feb,2,All India,Sowing,summer,sesame,Sesame
Mar,3,All India,Sowing,summer,sesame,Sesame
May,5,All India,Harvesting,summer,sesame,Sesame
Jun,6,All India,Harvesting,summer,sesame,Sesame
Dec,12,Bihar,Sowing,rabi,sunflower,Sunflower
Jan,1,Bihar,Sowing,rabi,sunflower,Sunflower
Apr,4,Bihar,Harvesting,rabi,sunflower,Sunflower
May,5,Bihar,Harvesting,rabi,sunflower,Sunflower
Feb,2,Haryana,Sowing,summer/spring sunflower,/ sunflower,Sunflower
Mar,3,Haryana,Sowing,summer/spring sunflower,/ sunflower,Sunflower
May,5,Haryana,Harvesting,summer/spring sunflower,/ sunflower,Sunflower
Jan,1,Andhra Pradesh,Harvesting,kharif,castor,Castor
Jul,7,Chhattisgarh,Sowing,kharif,castor,Castor
Feb,2,Chhattisgarh,Harvesting,kharif,castor,Castor
Jul,7,Haryana,Sowing,kharif,castor,Castor
Aug,8,Haryana,Sowing,kharif,castor,Castor
Jan,1,Haryana,Harvesting,kharif,castor,Castor
Feb,2,Haryana,Harvesting,kharif,castor,Castor
Jun,6,Maharashtra,Sowing,kharif,castor,Castor
Jul,7,Maharashtra,Sowing,kharif,castor,Castor
Dec,12,Maharashtra,Harvesting,kharif,castor,Castor
Jan,1,Maharashtra,Harvesting,kharif,castor,Castor
Jun,6,Odisha,Sowing,kharif,castor,Castor
Jul,7,Odisha,Sowing,kharif,castor,Castor
Dec,12,Odisha,Harvesting,kharif,castor,Castor
Jan,1,Odisha,Harvesting,kharif,castor,Castor
Jun,6,Tamil Nadu,Sowing,kharif,castor,Castor
Jul,7,Tamil Nadu,Sowing,kharif,castor,Castor
Dec,12,Tamil Nadu,Harvesting,kharif,castor,Castor
Jan,1,Tamil Nadu,Harvesting,kharif,castor,Castor
Jan,1,Maharashtra,Harvesting,rabi,safflower,Safflower
Nov,11,Andhra Pradesh,Sowing,,Mustard/ Banarasi Rai,Mustard
Dec,12,Andhra Pradesh,Sowing,,Mustard/ Banarasi Rai,Mustard
Oct,10,Punjab,Sowing,,Karan rai,Mustard
Nov,11,Punjab,Sowing,,Karan rai,Mustard
Oct,10,Uttarakhand,Sowing,,Mustard/ Karan rai,Mustard
